lat,lon
52.54846,-8.82278
52.54704,-8.83156
52.54665,-8.83373
52.54663,-8.83389
52.54413,-8.84906
52.54395,-8.85035
52.54355,-8.85262
52.54323,-8.85387
52.54291,-8.8548
52.54265,-8.85547
52.54244,-8.85597
52.54209,-8.85671
52.54181,-8.85725
52.54162,-8.85756
52.54095,-8.85854
52.54044,-8.85916
52.5399,-8.85971
52.5388,-8.86077
52.53843,-8.86115
52.53799,-8.86165
52.53783,-8.86185
52.53729,-8.8626
52.53695,-8.86315
52.53648,-8.86399
52.53648,-8.864
52.5361,-8.86478
52.53584,-8.86543
52.53428,-8.86971
52.53417,-8.87006
52.5335,-8.8719
52.53334,-8.87246
52.5333,-8.87257
52.53272,-8.87449
52.52997,-8.88535
52.52996,-8.88541
52.52917,-8.88849
52.52895,-8.88957
52.52874,-8.89073
52.52861,-8.89161
52.52851,-8.89285
52.52849,-8.89395
52.52851,-8.89479
52.52857,-8.89556
52.52868,-8.89664
52.52994,-8.90651
52.52995,-8.90654
52.53057,-8.91143
52.53086,-8.91458
52.53096,-8.9162
52.53099,-8.91695
52.53103,-8.91934
52.53097,-8.92111
52.53092,-8.92203
52.53063,-8.92532
52.52946,-8.93445
52.52944,-8.93469
52.52927,-8.93598
52.529,-8.93758
52.52892,-8.93796
52.52871,-8.93879
52.5283,-8.94012
52.52812,-8.94059
52.52787,-8.94118
52.52762,-8.94172
52.52725,-8.94242
52.52697,-8.9429
52.52651,-8.94359
52.52591,-8.94439
52.52546,-8.94485
52.52525,-8.94504
52.52458,-8.94569
52.52221,-8.94787
52.5215,-8.94857
52.52091,-8.94926
52.51999,-8.95042
52.51912,-8.95172
52.51857,-8.95265
52.51848,-8.95277
52.5181,-8.95352
52.51741,-8.95508
52.51712,-8.95583
52.51684,-8.95669
52.51656,-8.95763
52.51654,-8.95778
52.51649,-8.95793
52.51618,-8.95914
52.5159,-8.96044
52.51576,-8.96124
52.51292,-8.98007
52.51272,-8.98123
52.51254,-8.98206
52.51237,-8.98266
52.51212,-8.98345
52.51177,-8.98444
52.51147,-8.98519
52.51121,-8.98576
52.51086,-8.98644
52.51022,-8.98744
52.51001,-8.98772
52.50931,-8.98854
52.50911,-8.98875
52.50866,-8.98918
52.50845,-8.98936
52.50815,-8.98959
52.50771,-8.98989
52.50707,-8.99026
52.50671,-8.99043
52.5063,-8.99059
52.50319,-8.99171
52.50277,-8.99189
52.50232,-8.99212
52.5002,-8.99331
52.49923,-8.99389
52.49837,-8.99456
52.49785,-8.995
52.49745,-8.99537
52.49296,-8.99972
52.49177,-9.00083
52.48509,-9.00745
52.47649,-9.0158
52.47638,-9.01587
52.47525,-9.01693
52.47429,-9.01787
52.47421,-9.01801
52.47399,-9.01821
52.46527,-9.02663
52.46482,-9.02704
52.46477,-9.02707
52.46387,-9.02787
52.46301,-9.02871
52.46298,-9.02878
52.46104,-9.03061
52.45874,-9.0329
52.45794,-9.03376
52.45729,-9.03457
52.45684,-9.03517
52.45647,-9.03574
52.45614,-9.03628
52.45584,-9.03685
52.45548,-9.0376
52.45386,-9.04115
52.4538,-9.04125
52.45379,-9.04126
52.45232,-9.04453
52.4523,-9.04456
52.45217,-9.04485
52.45173,-9.04569
52.45138,-9.04631
52.45118,-9.04662
52.45116,-9.04666
52.45097,-9.04693
52.45083,-9.04711
52.45047,-9.04764
52.45041,-9.04771
52.45003,-9.04824
52.4498,-9.0486
52.44969,-9.04882
52.44948,-9.0493
52.44941,-9.0495
52.44939,-9.04959
52.44938,-9.04958
52.44937,-9.04958
52.44936,-9.04957
52.4493,-9.04957
52.44929,-9.04958
52.44928,-9.04958
52.44928,-9.04959
52.44927,-9.04959
52.44926,-9.0496
52.44926,-9.04961
52.44925,-9.04961
52.44924,-9.04962
52.44924,-9.04963
52.44923,-9.04964
52.44923,-9.04965
52.44922,-9.04966
52.44921,-9.04968
52.44921,-9.0497
52.4492,-9.04972
52.4492,-9.04986
52.44921,-9.04987
52.44921,-9.04989
52.44922,-9.0499
52.44922,-9.04991
52.44923,-9.04993
52.44924,-9.04994
52.44921,-9.05037
52.44901,-9.05175
52.44901,-9.0518
52.449,-9.05186
52.449,-9.05192
52.44872,-9.05365
52.44872,-9.05369
52.44866,-9.05432
52.44865,-9.0546
52.44866,-9.05604
52.44871,-9.05638
52.44874,-9.05652
52.44905,-9.05771
52.44908,-9.05786
52.4491,-9.05792
52.44915,-9.05804
52.4493,-9.05835
52.44939,-9.05859
52.44946,-9.05889
52.44955,-9.05971
52.44955,-9.06025
52.44953,-9.06056
52.44946,-9.06098
52.44932,-9.06155
52.44893,-9.06285
52.4489,-9.06291
52.44865,-9.06353
52.44839,-9.06412
52.44224,-9.07968
52.44219,-9.07978
52.44021,-9.08488
52.43799,-9.09038
52.4379,-9.09057
52.4377,-9.09111
52.43757,-9.09123
52.43705,-9.09258
52.437,-9.09276
52.4369,-9.09299
52.43666,-9.09383
52.43659,-9.09413
52.43637,-9.09561
52.43624,-9.09729
52.43622,-9.09772
52.43619,-9.09802
52.43579,-9.10635
52.43559,-9.10899
52.43552,-9.1106
52.43549,-9.11076
52.43541,-9.11274
52.4354,-9.11283
52.43538,-9.11356
52.43537,-9.11363
52.43524,-9.1169
52.43523,-9.11701
52.43523,-9.11722
52.43526,-9.11734
52.43515,-9.12025
52.43511,-9.12083
52.43495,-9.12207
52.43472,-9.1231
52.43455,-9.12366
52.43442,-9.12403
52.43412,-9.12476
52.43375,-9.12547
52.43371,-9.12552
52.43358,-9.12573
52.4332,-9.12626
52.43301,-9.1265
52.43282,-9.12671
52.4326,-9.12692
52.43234,-9.12715
52.43222,-9.12723
52.43209,-9.12733
52.43196,-9.12741
52.43189,-9.12746
52.43158,-9.12763
52.43145,-9.12769
52.43112,-9.12782
52.43065,-9.12795
52.43033,-9.12799
52.42873,-9.1281
52.42777,-9.12814
52.42646,-9.12824
52.42542,-9.12827
52.42518,-9.12829
52.42504,-9.12831
52.42492,-9.12832
52.42461,-9.12839
52.42434,-9.12848
52.42405,-9.1286
52.42371,-9.12878
52.42343,-9.12897
52.42323,-9.12912
52.42321,-9.12913
52.42289,-9.1294
52.42284,-9.12939
52.42283,-9.1294
52.42282,-9.1294
52.42269,-9.1295
52.42233,-9.12993
52.42212,-9.13021
52.42188,-9.13059
52.4216,-9.1311
52.42141,-9.13151
52.42112,-9.1322
52.42071,-9.13338
52.42051,-9.13417
52.42042,-9.13459
52.42036,-9.13499
52.42035,-9.13501
52.42024,-9.13564
52.42013,-9.13664
52.42007,-9.13762
52.42006,-9.13809
52.42007,-9.13815
52.42003,-9.13886
52.41996,-9.13969
52.41979,-9.14107
52.41954,-9.14239
52.41926,-9.14356
52.41921,-9.14373
52.41918,-9.14386
52.41895,-9.1446
52.41844,-9.14604
52.4182,-9.14662
52.41794,-9.14718
52.41598,-9.151
52.41535,-9.15218
52.41517,-9.15249
52.41502,-9.15271
52.41482,-9.15296
52.41461,-9.1532
52.41434,-9.15344
52.41418,-9.15356
52.41387,-9.15376
52.41386,-9.15377
52.41363,-9.15389
52.41249,-9.1544
52.41237,-9.15446
52.41219,-9.15458
52.4118,-9.15487
52.41156,-9.15511
52.41131,-9.15541
52.41104,-9.15579
52.41092,-9.156
52.41069,-9.15645
52.41017,-9.15756
52.40938,-9.15934
52.40873,-9.16102
52.40764,-9.16423
52.40734,-9.16497
52.40725,-9.16516
52.40719,-9.16531
52.40707,-9.16556
52.40681,-9.16601
52.4064,-9.16663
52.40618,-9.16694
52.40594,-9.16723
52.40567,-9.16751
52.40535,-9.16779
52.39957,-9.17219
52.39946,-9.17226
52.39931,-9.17238
52.39877,-9.17286
52.39841,-9.1732
52.39808,-9.17355
52.3977,-9.17401
52.39712,-9.17481
52.3963,-9.17613
52.3958,-9.17703
52.39536,-9.1779
52.39422,-9.1803
52.39342,-9.18219
52.39269,-9.18419
52.39227,-9.18553
52.39158,-9.18788
52.39095,-9.19024
52.3904,-9.19257
52.38925,-9.19773
52.38888,-9.19928
52.38859,-9.20019
52.38834,-9.2009
52.38813,-9.20141
52.3881,-9.20151
52.38625,-9.20597
52.38562,-9.20755
52.38467,-9.21032
52.38372,-9.2133
52.38321,-9.21514
52.38319,-9.21518
52.3828,-9.21673
52.3827,-9.21718
52.38253,-9.21811
52.38235,-9.21927
52.38223,-9.22044
52.38222,-9.22127
52.38224,-9.22186
52.38234,-9.22297
52.38243,-9.22356
52.38262,-9.22446
52.38278,-9.22505
52.38295,-9.22553
52.38315,-9.22604
52.38502,-9.2302
52.38524,-9.23076
52.38532,-9.231
52.38534,-9.23104
52.38551,-9.23162
52.38608,-9.23392
52.38609,-9.23398
52.38745,-9.23957
52.38751,-9.23986
52.38756,-9.2402
52.38764,-9.24094
52.38769,-9.24184
52.38767,-9.24804
52.38781,-9.25534
52.3879,-9.25757
52.38798,-9.25887
52.38801,-9.25971
52.38801,-9.26036
52.388,-9.26065
52.38795,-9.26125
52.38773,-9.26284
52.38766,-9.26349
52.38763,-9.26395
52.38764,-9.26489
52.38771,-9.26651
52.38772,-9.2666
52.38829,-9.27869
52.3884,-9.27959
52.38852,-9.28029
52.38851,-9.28035
52.38852,-9.28039
52.38852,-9.28042
52.38853,-9.28046
52.38854,-9.28056
52.38871,-9.28162
52.38877,-9.2823
52.38879,-9.28284
52.38877,-9.28365
52.38872,-9.2842
52.3886,-9.28497
52.38746,-9.29058
52.38722,-9.29189
52.38717,-9.2923
52.38711,-9.29262
52.38701,-9.29306
52.38701,-9.29309
52.38644,-9.2958
52.38637,-9.29622
52.38611,-9.29734
52.38561,-9.29927
52.38556,-9.29935
52.38525,-9.30037
52.38497,-9.30141
52.38493,-9.30151
52.38489,-9.30158
52.38485,-9.30163
52.38479,-9.30169
52.38471,-9.30173
52.38461,-9.30176
52.38456,-9.30176
52.38456,-9.30175
52.38446,-9.30175
52.38436,-9.30173
52.38425,-9.30172
52.38416,-9.30174
52.38376,-9.30172
52.38305,-9.30166
52.38259,-9.3016
52.38198,-9.3015
52.38182,-9.3015
52.3817,-9.30151
52.38165,-9.30152
52.38154,-9.30156
52.38141,-9.30164
52.38134,-9.3017
52.38125,-9.30179
52.38108,-9.30199
52.37918,-9.30446
52.37726,-9.30689
52.37718,-9.30694
52.37636,-9.30795
52.37567,-9.30876
52.37483,-9.3098
52.37467,-9.30998
52.37362,-9.31125
52.37357,-9.31135
52.37296,-9.31212
52.37234,-9.31299
52.37166,-9.31414
52.37138,-9.31466
52.37127,-9.31489
52.36889,-9.31944
52.36859,-9.31998
52.36809,-9.3208
52.36785,-9.32115
52.36762,-9.32146
52.36733,-9.32179
52.36703,-9.32211
52.36522,-9.32379
52.3647,-9.32421
52.36444,-9.32438
52.36388,-9.32468
52.36341,-9.32486
52.36281,-9.32502
52.36227,-9.32508
52.362,-9.32508
52.36154,-9.32505
52.36099,-9.32495
52.36018,-9.32476
52.35987,-9.32472
52.35965,-9.32471
52.35935,-9.32473
52.35911,-9.32476
52.35909,-9.32477
52.35877,-9.32483
52.35842,-9.32492
52.3582,-9.32499
52.35783,-9.32514
52.35743,-9.32534
52.35691,-9.32568
52.35667,-9.32586
52.35639,-9.3261
52.35315,-9.32918
52.35116,-9.33102
52.34961,-9.3325
52.34893,-9.33328
52.34845,-9.33394
52.34808,-9.33449
52.34773,-9.33508
52.34758,-9.33536
52.34571,-9.33914
52.34561,-9.33924
52.34543,-9.33958
52.34462,-9.34126
52.34419,-9.3422
52.34414,-9.34238
52.34105,-9.34891
52.34086,-9.34928
52.34049,-9.34994
52.34015,-9.35048
52.33988,-9.35087
52.33943,-9.35146
52.33918,-9.35176
52.33853,-9.35247
52.33725,-9.35377
52.33642,-9.35455
52.33532,-9.35551
52.33409,-9.35649
52.33392,-9.3566
52.33288,-9.35734
52.33228,-9.35771
52.33158,-9.35817
52.33093,-9.35853
52.33037,-9.35877
52.32979,-9.35897
52.3297,-9.35899
52.3296,-9.35902
52.32907,-9.35912
52.32844,-9.35918
52.32782,-9.35921
52.32729,-9.35922
52.32677,-9.35925
52.32318,-9.35936
52.32305,-9.35937
52.3201,-9.35946
52.32002,-9.35943
52.31921,-9.35942
52.31901,-9.35943
52.31884,-9.35943
52.31777,-9.35949
52.31757,-9.35952
52.3175,-9.35956
52.31739,-9.35956
52.31702,-9.35961
52.31644,-9.35973
52.31593,-9.35992
52.31534,-9.36021
52.31499,-9.36042
52.31462,-9.36069
52.31425,-9.36099
52.31393,-9.36129
52.31345,-9.3618
52.31345,-9.36181
52.31317,-9.36216
52.31289,-9.36255
52.31254,-9.36309
52.31215,-9.36383
52.31168,-9.36491
52.31134,-9.36578
52.31029,-9.3683
52.30949,-9.3703
52.30939,-9.37052
52.30839,-9.37299
52.30794,-9.37399
52.30772,-9.37439
52.30426,-9.37997
52.30386,-9.38056
52.30362,-9.38088
52.30346,-9.38104
52.30342,-9.38109
52.3033,-9.3812
52.30303,-9.38142
52.3027,-9.38167
52.30142,-9.38258
52.30105,-9.38287
52.30097,-9.38294
52.3007,-9.38321
52.3006,-9.38332
52.30044,-9.38353
52.30024,-9.38383
52.3002,-9.38388
52.29993,-9.38435
52.29899,-9.38619
52.29873,-9.38667
52.29824,-9.38737
52.29708,-9.38883
52.29657,-9.38952
52.29638,-9.3898
52.2958,-9.39074
52.29538,-9.39151
52.29437,-9.39325
52.29422,-9.39353
52.29352,-9.39474
52.288,-9.40377
52.288,-9.40378
52.28762,-9.40438
52.28714,-9.40508
52.28663,-9.40563
52.28642,-9.40583
52.28614,-9.40604
52.28588,-9.40622
52.28569,-9.40633
52.28543,-9.40646
52.28502,-9.40661
52.28476,-9.40668
52.28447,-9.40673
52.28416,-9.40676
52.28301,-9.40683
52.28241,-9.40689
52.28219,-9.40693
52.28195,-9.40699
52.28193,-9.40699
52.28153,-9.40715
52.28123,-9.40731
52.28102,-9.40744
52.28069,-9.4077
52.28022,-9.40818
52.28005,-9.40839
52.27567,-9.41419
52.27557,-9.41425
52.27515,-9.4148
52.27454,-9.41544
52.2743,-9.41563
52.27402,-9.41587
52.27376,-9.41606
52.2736,-9.41619
52.27308,-9.41657
52.27194,-9.41749
52.27154,-9.41783
52.27143,-9.41791
52.27081,-9.41858
52.27032,-9.41921
52.27005,-9.41962
52.26918,-9.42106
52.26915,-9.42117
52.26901,-9.42141
52.26897,-9.42146
52.26853,-9.42217
52.26822,-9.42264
52.2665,-9.42508
52.26585,-9.42605
52.2657,-9.42631
52.26556,-9.42659
52.26534,-9.42708
52.26519,-9.42747
52.26501,-9.42805
52.26484,-9.42876
52.26473,-9.42953
52.26471,-9.42975
52.2647,-9.43
52.26469,-9.43002
52.26468,-9.43113
52.26476,-9.43534
52.26481,-9.43592
52.26485,-9.43618
52.26487,-9.43641
52.265,-9.4371
52.26546,-9.43893
52.26555,-9.43924
52.26565,-9.43966
52.26568,-9.43983
52.26574,-9.44009
52.26581,-9.44055
52.26587,-9.44105
52.26591,-9.44195
52.26588,-9.44288
52.26583,-9.44334
52.26576,-9.44384
52.26561,-9.44454
52.26296,-9.45511
52.26296,-9.45512
52.26278,-9.45588
52.26238,-9.45737
52.26191,-9.45886
52.26151,-9.45993
52.26066,-9.46236
52.26048,-9.46274
52.26045,-9.46274
52.26045,-9.46275
52.26044,-9.46275
52.26044,-9.46276
52.26017,-9.46276
52.26008,-9.46277
52.26002,-9.46279
52.25997,-9.46282
52.2596,-9.46318
52.25954,-9.46327
52.25902,-9.46396
52.25881,-9.4642
52.25845,-9.46457
52.2582,-9.4648
52.25817,-9.46484
52.2577,-9.46528
52.25733,-9.46557
52.2566,-9.46607
52.25635,-9.46621
52.25562,-9.46654
52.25537,-9.46667
52.25367,-9.46741
52.25337,-9.46756
52.25332,-9.46759
52.2526,-9.46788
52.25234,-9.46796
52.25221,-9.46799
52.25193,-9.46803
52.25182,-9.46803
52.25175,-9.46802
52.25172,-9.46801
52.25166,-9.468
52.25146,-9.46793
52.25129,-9.46785
52.25124,-9.46782
52.25095,-9.46757
52.25069,-9.46731
52.25035,-9.46701
52.25021,-9.46687
52.24953,-9.46631
52.24942,-9.46624
52.24901,-9.46594
52.24873,-9.46576
52.24869,-9.46573
52.24854,-9.46564
52.24822,-9.46547
52.24812,-9.46541
52.24793,-9.46533
52.24637,-9.46477
52.24621,-9.46472
52.24615,-9.46471
52.24608,-9.46469
52.24595,-9.46468
52.24569,-9.46464
52.24438,-9.46462
52.24394,-9.4646
52.24337,-9.46453
52.24331,-9.46451
52.24313,-9.46447
52.24306,-9.46446
52.24264,-9.46433
52.24252,-9.46428
52.24244,-9.46426
52.24137,-9.46379
52.23968,-9.46309
52.23962,-9.46306
52.23689,-9.46193
52.2365,-9.46175
52.23635,-9.46169
52.23634,-9.46168
52.23506,-9.46113
52.23473,-9.4609
52.23453,-9.46081
52.23342,-9.46036
52.2326,-9.45999
52.23222,-9.46124
52.23207,-9.4616
52.23196,-9.46182
52.23188,-9.4619
52.23112,-9.46363
52.23072,-9.46449
52.23069,-9.46452
52.23067,-9.46453
52.23065,-9.46455
52.23049,-9.46488
52.2304,-9.46509
52.23038,-9.46526
52.23038,-9.46534
52.2304,-9.46545
52.23042,-9.4655
52.23046,-9.46557
52.2305,-9.46561
52.2306,-9.46564
52.23063,-9.46564
52.23067,-9.46563
52.23069,-9.46563
52.23076,-9.46561
52.2309,-9.46574
52.23154,-9.46831
52.23166,-9.46872
52.23175,-9.46911
52.23197,-9.46992
52.23211,-9.47055
52.23213,-9.47068
52.2322,-9.47096
52.23235,-9.47148
52.23263,-9.47258
52.23298,-9.47378
52.23392,-9.47729
52.23394,-9.47739
52.23399,-9.47748
52.23436,-9.47891
52.23458,-9.47984
52.23546,-9.48408
52.23584,-9.48559
52.23584,-9.48572
52.23588,-9.48597
52.23587,-9.48599
52.23586,-9.486
52.23585,-9.48602
52.23584,-9.48605
52.23583,-9.48607
52.23583,-9.48609
52.23582,-9.48611
52.23582,-9.48616
52.23581,-9.48619
52.23581,-9.48624
52.23582,-9.48626
52.23582,-9.48631
52.23583,-9.48633
52.23584,-9.48637
52.23587,-9.48643
52.2359,-9.48646
52.23591,-9.48648
52.23593,-9.48649
52.23594,-9.4865
52.23596,-9.4865
52.23598,-9.48651
52.236,-9.48651
52.23611,-9.48675
52.23618,-9.48687
52.23749,-9.49135
52.23777,-9.49237
52.24119,-9.50592
52.24166,-9.50811
52.24188,-9.50933
52.24199,-9.51009
52.2423,-9.5118
52.24248,-9.51267
52.24266,-9.51344
52.24269,-9.51361
52.24295,-9.51466
52.24351,-9.51659
52.24403,-9.51818
52.24438,-9.51912
52.2452,-9.52119
52.24565,-9.52245
52.24569,-9.52266
52.24582,-9.52304
52.24627,-9.52457
52.24659,-9.52584
52.24668,-9.52611
52.24674,-9.52635
52.24705,-9.52782
52.24719,-9.52861
52.24819,-9.5362
52.24839,-9.53756
52.24899,-9.54101
52.24941,-9.54303
52.24993,-9.5453
52.25,-9.54568
52.25027,-9.54681
52.25069,-9.54833
52.25069,-9.54834
52.25101,-9.54951
52.25135,-9.55063
52.25142,-9.55078
52.25182,-9.5522
52.25184,-9.55225
52.25213,-9.55344
52.25229,-9.55419
52.25252,-9.55547
52.25268,-9.55661
52.25285,-9.55825
52.25291,-9.5593
52.25298,-9.56195
52.25314,-9.57549
52.25312,-9.57565
52.25319,-9.57825
52.25326,-9.57932
52.25331,-9.57971
52.25368,-9.58424
52.25384,-9.58576
52.25399,-9.58696
52.25402,-9.58714
52.25422,-9.5887
52.25445,-9.59028
52.25567,-9.59731
